,location,floor,floors_count,rooms_count,total_meters,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,street,underground,price_per_square_meter
4538,31,6,10,1,30.0,2012.0,1,1,2,15.0,6.0,2.7,1039,1,193333.0
4539,31,2,3,1,28.0,2013.0,1,1,2,12.0,16.0,3.0,715,1,385714.0
4541,31,5,8,1,28.8,2023.0,1,1,2,13.0,5.5,2.7,1418,1,243055.0
4544,31,12,17,1,26.0,2019.0,1,2,2,6.0,20.0,2.8,766,1,284615.0
4545,31,2,26,1,30.5,2017.0,1,1,4,25.0,2.5,2.8,766,1,327868.0
4547,35,16,20,1,46.6,2023.0,0,1,0,28.6,13.0,3.35,1137,1,199999.0
4548,35,3,9,1,34.0,1987.0,1,2,2,19.0,6.0,2.82,95,1,117500.0
4549,35,2,9,1,33.0,1982.0,1,6,0,18.5,7.5,2.6,1134,1,109090.0
4554,35,16,17,1,26.8,2021.0,1,2,1,20.0,6.800000000000001,2.82,1418,0,147014.0
4555,35,3,5,1,27.6,1972.0,1,1,2,17.0,5.5,2.5,100,1,114130.0
4556,35,14,17,1,40.52,2024.0,0,2,0,22.4,9.7,3.36,1078,1,177428.0
4557,35,6,9,1,32.8,1986.0,1,1,2,18.5,6.0,2.82,95,1,120426.0
4559,35,16,17,1,40.69,2024.0,0,2,0,17.5,11.3,2.6,1200,1,156881.0
4561,35,4,5,1,30.1,1971.0,1,1,2,18.3,6.0,2.7,1078,0,136212.0
4564,35,16,17,1,28.0,2020.0,1,0,2,23.8,4.199999999999999,2.8,691,1,150000.0
4565,35,7,17,1,41.6,2024.0,0,2,0,20.7,10.4,2.6,1200,1,151651.0
4566,35,9,14,1,35.0,1979.0,1,2,2,18.0,8.6,2.82,929,1,128571.0
4567,35,7,14,1,42.3,2005.0,1,1,2,20.0,9.0,2.7,1211,0,138297.0
4568,35,1,17,1,34.44,2024.0,0,0,0,13.5,12.3,2.76,1078,1,184503.0
4569,35,12,15,1,38.5,2012.0,1,2,2,21.0,9.0,2.6,1211,0,166233.0
4573,35,11,15,1,48.0,2011.0,1,2,2,20.0,12.0,2.7,699,1,151041.0
4575,35,2,5,1,31.2,1978.0,1,0,2,17.5,6.0,2.82,1066,0,131410.0
4577,35,16,17,1,28.28,2024.0,0,2,0,14.0,6.8,2.6,1200,1,189185.0
4578,35,13,17,1,31.8,2017.0,1,2,2,17.0,5.0,2.7,325,0,150943.0
4579,35,4,4,1,30.1,1990.0,1,0,2,18.4,5.5,2.7,896,1,106312.0
4581,35,1,5,1,31.0,1974.0,1,0,2,16.0,7.5,2.7,100,1,117741.0
4582,35,3,17,1,28.4,2019.0,0,0,0,13.0,6.0,2.82,1418,0,142605.0
4583,35,14,17,1,29.44,2024.0,0,0,0,18.9,2.8,3.3,1418,1,171049.0
4584,35,6,12,1,35.7,1984.0,1,2,0,13.6,9.3,2.82,1360,0,131652.0
4586,35,1,17,1,39.39,2024.0,0,1,0,14.5,14.6,2.76,1078,1,176252.0
4588,35,12,16,1,37.0,2011.0,1,1,2,18.0,9.0,2.7,1418,0,141891.0
4589,35,8,17,1,22.06,2024.0,0,0,0,12.0,3.2,2.76,1078,1,206432.0
4590,35,4,17,1,26.7,2020.0,1,0,2,20.0,6.699999999999999,3.0,231,1,136704.0
4592,35,12,17,1,49.77,2023.0,0,2,0,14.3,17.3,2.82,1211,1,181050.0
4593,35,16,16,1,36.7,2012.0,1,0,0,19.0,9.0,2.7,1418,0,149863.0
4595,35,1,17,1,45.11,2024.0,0,0,0,19.1,14.6,3.3,1418,1,166500.0
4596,35,4,14,1,41.2,2013.0,1,2,2,18.0,12.0,2.7,898,1,127427.0
4597,35,13,14,1,42.75,2022.0,0,2,2,20.5,10.3,2.82,1418,1,152046.0
4600,35,2,17,1,29.0,2022.0,1,2,2,14.0,6.0,2.7,1418,1,162068.0
4601,35,16,17,1,33.34,2024.0,0,1,0,11.6,9.3,2.76,1078,1,188849.0
4602,35,16,17,1,18.0,2024.0,1,2,0,10.0,8.0,2.82,1200,0,208333.0
4603,35,1,9,1,37.5,1994.0,1,2,0,28.5,9.0,2.6,898,1,106400.0
4605,35,8,16,1,30.0,2014.0,1,2,2,18.0,7.0,2.7,1418,0,173333.0
4608,35,1,5,1,31.0,1978.0,1,0,2,17.0,8.0,2.82,100,1,109677.0
4611,35,14,17,1,43.6,2011.0,1,2,0,20.2,10.1,3.0,691,1,169724.0
4612,35,6,16,1,43.0,2016.0,1,1,4,17.0,14.0,2.7,1418,0,129069.0
4615,35,1,5,1,31.0,1989.0,1,0,2,18.0,7.0,2.7,1360,0,125806.0
4616,35,6,17,1,45.26,2023.0,0,2,0,15.9,15.8,2.82,1211,1,204664.0
4617,35,6,17,1,28.6,2023.0,1,1,2,14.3,6.6,2.7,1200,0,132867.0
4618,35,12,17,1,40.7,2017.0,1,2,0,17.1,9.9,2.8,538,1,167076.0
4619,35,13,17,1,42.11,2024.0,0,1,0,19.9,13.6,2.76,1078,1,179532.0
4620,35,2,17,1,39.6,2017.0,1,0,2,20.7,10.6,2.8,1418,1,128787.0
4621,35,8,17,1,39.0,2014.0,1,2,0,20.0,10.0,2.82,1200,0,100000.0
4622,35,6,17,1,40.23,2024.0,0,2,0,18.8,12.0,2.76,1078,1,173763.0
4624,35,11,17,1,50.73,2022.0,1,1,2,18.3,15.2,2.7,1307,1,134042.0
4626,35,23,25,1,34.0,2016.0,1,0,2,20.0,9.0,2.7,943,1,135294.0
4627,35,12,12,1,34.3,1971.0,1,1,2,18.0,10.0,2.82,165,1,134110.0
4630,35,1,5,1,31.2,1989.0,1,0,0,15.0,9.0,2.7,1360,0,137820.0
4634,35,11,17,1,32.04,2024.0,0,0,0,18.9,2.8,3.3,1418,1,171050.0
4636,35,10,17,1,43.0,2016.0,1,2,2,20.0,12.0,2.7,1418,0,129069.0
4638,35,2,17,1,45.0,2013.0,1,2,2,18.0,11.0,2.75,283,1,151111.0
4642,35,12,14,1,45.0,2013.0,1,0,2,33.0,12.0,2.82,691,1,154444.0
4644,35,1,5,1,31.3,1982.0,1,2,2,15.0,6.0,2.65,100,1,127795.0
4645,35,13,14,1,37.1,1978.0,1,2,0,18.7,8.8,2.6,165,1,132075.0
4647,35,1,10,1,34.8,2005.0,1,6,2,17.7,8.5,2.8,1134,0,140804.0
4650,35,20,22,1,34.5,2016.0,1,2,2,18.0,5.5,2.7,943,1,137681.0
4651,35,13,17,1,46.0,2014.0,1,2,0,20.0,11.0,2.7,1307,1,150652.0
4652,35,1,17,1,43.99,2024.0,0,0,0,18.0,10.5,3.3,1418,1,166499.0
4655,35,4,17,1,37.4,2024.0,0,0,0,25.4,2.8,3.3,1418,1,171050.0
4656,35,9,9,1,31.6,1978.0,1,2,2,19.0,7.0,2.7,1097,1,151898.0
4657,35,2,18,1,40.0,2017.0,1,2,2,15.5,11.8,2.76,1418,0,140000.0
4658,35,14,17,1,37.87,2024.0,0,0,0,25.4,2.8,3.3,1418,1,171050.0
4660,35,2,12,1,42.5,2008.0,1,2,2,19.0,10.0,2.7,1166,0,155294.0
4662,35,3,3,1,28.0,1994.0,1,0,2,15.0,5.0,4.0,767,0,132142.0
4663,35,7,9,1,37.6,1988.0,1,1,2,19.1,9.3,2.6,929,1,142287.0
4666,35,7,17,1,34.0,2015.0,1,2,2,26.0,8.0,2.8,538,1,182352.0
4667,35,1,17,1,34.51,2024.0,0,2,0,15.1,9.2,2.76,1078,1,183103.0
4668,35,15,16,1,29.6,2014.0,1,2,2,15.0,8.5,2.7,1418,0,155405.0
4669,35,1,5,1,30.7,1991.0,1,0,2,17.0,6.0,2.7,100,1,110749.0
4670,35,13,17,1,45.79,2024.0,0,2,0,16.4,15.5,2.76,1078,1,173378.0
4671,35,12,18,1,23.8,2020.0,1,2,0,16.8,7.0,2.82,691,1,214285.0
4673,35,17,17,1,42.57,2024.0,0,2,0,19.9,13.6,2.76,1078,1,179645.0
4674,35,2,11,1,37.2,2008.0,1,2,2,14.0,11.0,2.8,38,1,174731.0
4675,35,13,17,1,40.0,2011.0,1,2,2,18.5,12.0,2.8,1211,1,180000.0
4676,35,8,17,1,36.46,2024.0,0,2,0,17.3,10.2,3.36,1078,1,182076.0
4678,35,8,14,1,39.8,2010.0,1,2,2,19.7,10.2,2.77,538,1,163316.0
4684,35,14,14,1,53.0,2008.0,1,1,2,18.7,15.6,2.82,1092,1,165094.0
4687,35,16,17,1,23.4,2020.0,1,2,2,18.0,5.399999999999999,2.8,691,1,183760.0
4688,35,4,17,1,31.35,2024.0,0,0,0,18.9,2.8,3.3,1418,1,171050.0
4689,35,7,9,1,41.4,2013.0,1,2,2,16.8,10.0,2.7,38,1,135265.0
4690,35,3,19,1,32.6,2015.0,1,1,2,16.5,5.5,2.7,538,1,191717.0
4692,35,2,12,1,38.0,1987.0,1,1,2,18.0,8.0,2.82,677,1,150000.0
4696,35,11,18,1,42.0,2016.0,1,2,2,15.6,11.7,2.64,1418,0,154761.0
4699,35,9,14,1,45.0,2022.0,0,2,4,34.0,11.0,2.82,1211,1,144444.0
4701,35,10,22,1,39.4,2017.0,1,2,2,20.6,8.5,2.7,1418,1,172588.0
4702,35,7,18,1,41.3,2017.0,1,2,0,18.0,12.0,2.7,1418,1,150121.0
4704,35,5,20,1,42.8,2018.0,1,1,4,17.6,14.8,2.8,231,1,116822.0
4705,35,3,17,1,28.7,2021.0,1,2,0,11.3,6.1,2.82,1418,0,132404.0
4707,35,3,17,1,21.2,2024.0,1,1,2,15.0,3.0,2.7,1078,0,188679.0
4708,35,15,17,1,41.0,2017.0,1,1,2,28.0,10.0,2.8,1418,1,170731.0
4709,35,8,17,1,37.6,2024.0,0,1,0,20.3,10.6,3.36,1078,1,178808.0
4711,35,1,3,1,28.0,2016.0,1,0,2,20.0,5.0,2.82,999,1,128571.0
4712,35,7,17,1,39.5,2024.0,0,2,0,17.0,11.3,2.6,1200,1,154144.0
4713,35,6,16,1,47.0,2008.0,1,2,2,19.0,12.0,2.75,1166,0,145744.0
4714,35,5,5,1,31.3,1983.0,1,1,2,18.0,8.0,2.82,100,1,146964.0
4722,35,1,5,1,30.0,1971.0,1,0,2,15.0,6.0,2.7,1078,0,145666.0
4723,35,10,17,1,23.8,2020.0,1,2,2,12.0,9.0,2.8,691,1,182773.0
4727,35,2,12,1,35.0,1984.0,1,2,2,15.0,9.5,2.65,1360,0,130000.0
4729,35,4,9,1,37.4,1994.0,1,1,2,19.1,8.1,2.6,898,1,122994.0
4730,35,2,14,1,28.0,2020.0,1,2,0,17.0,11.0,2.82,691,1,182142.0
4732,35,16,19,1,36.0,2016.0,1,3,2,19.0,9.0,2.7,1200,0,138611.0
4733,35,14,17,1,43.5,2020.0,1,2,4,29.7,13.8,2.75,231,1,144827.0
4734,35,11,17,1,38.8,2016.0,1,2,0,18.0,10.0,2.82,1418,0,151804.0
4735,35,4,5,1,30.7,1976.0,1,1,2,17.7,8.0,2.7,100,1,123778.0
4736,35,1,18,1,41.0,2017.0,1,1,0,19.0,9.0,2.82,1418,1,134146.0
4737,35,10,10,1,37.6,2009.0,1,2,0,16.0,12.0,2.9,38,1,146010.0
4738,35,11,17,1,42.0,2013.0,1,2,0,18.0,14.0,2.82,231,1,142619.0
4741,35,2,14,1,40.6,2010.0,1,1,2,22.0,10.0,2.7,1418,0,160098.0
4742,35,4,5,1,27.3,1970.0,1,1,2,15.0,5.0,2.82,100,1,117216.0
4743,35,3,20,1,42.8,2018.0,1,2,2,17.6,14.8,2.8,231,1,109813.0
4744,35,9,17,1,45.5,2013.0,1,1,2,20.5,10.8,3.0,691,1,162637.0
4746,0,3,17,1,25.4,2024.0,0,0,0,17.0,8.399999999999999,2.72,1405,1,220000.0
4748,0,2,25,1,28.0,2016.0,1,0,2,18.0,10.0,2.85,619,1,150000.0
4749,0,11,17,1,24.1,2024.0,0,0,0,14.5,9.600000000000001,2.72,1405,1,227999.0
4750,0,9,24,1,23.0,2023.0,1,0,0,11.0,6.0,2.82,545,1,252173.0
4754,0,1,25,1,19.7,2015.0,1,0,3,11.7,3.0,2.8,619,1,175126.0
4755,0,6,20,1,27.8,2022.0,0,0,0,16.5,11.3,3.04,554,1,184251.0
4756,0,25,25,1,21.0,2020.0,1,0,3,12.0,4.0,2.7,721,1,233333.0
4758,0,13,22,1,23.0,2022.0,0,0,0,12.5,10.5,3.04,554,1,189001.0
4759,0,13,20,1,32.7,2022.0,1,2,2,18.1,4.7,2.8,554,1,151376.0
4760,0,5,21,1,33.3,2011.0,1,1,3,20.0,5.0,2.8,195,1,148648.0
4761,0,15,20,1,20.4,2022.0,0,0,0,10.4,9.999999999999998,3.04,554,1,210328.0
4762,0,5,20,1,45.6,2015.0,1,2,2,38.6,7.0,3.0,1418,1,138157.0
4763,0,2,17,1,28.5,2015.0,1,2,2,15.0,3.0,2.7,695,1,143859.0
4766,0,17,17,1,19.0,2020.0,1,1,2,16.0,3.0,3.0,98,1,213157.0
4767,0,17,17,1,23.1,2024.0,0,0,0,14.0,9.100000000000001,2.72,1405,1,225999.0
4768,0,11,17,1,33.9,2013.0,1,2,2,25.0,8.899999999999999,2.7,562,1,153097.0
4770,0,14,23,1,19.8,2024.0,0,0,3,9.7,10.100000000000001,2.62,545,1,315362.0
4771,0,24,25,1,23.2,2023.0,1,0,2,11.0,6.0,2.75,545,1,258189.0
4772,0,3,12,1,19.6,2021.0,1,0,2,14.5,5.100000000000001,2.7,545,1,275510.0
4774,0,7,17,1,23.1,2023.0,1,0,1,12.0,6.0,2.82,545,1,257575.0
4776,0,6,19,1,33.0,2014.0,1,2,2,20.0,6.5,2.7,643,1,156060.0
4777,0,5,20,1,23.0,2022.0,1,1,2,20.0,3.0,2.5,721,1,210434.0
4780,0,2,17,1,18.0,2015.0,1,0,2,10.0,3.0,2.7,695,1,188888.0
4785,0,2,6,1,28.2,2011.0,1,0,0,22.0,6.199999999999999,2.82,371,1,187588.0
4786,0,14,17,1,22.0,2021.0,1,1,2,12.0,5.0,2.7,98,1,197727.0
4789,0,6,17,1,29.8,2018.0,1,2,2,18.0,11.8,2.7,590,1,201006.0
4791,0,2,4,1,21.0,2011.0,1,0,2,21.0,0.0,3.3,516,1,190000.0
4793,0,5,22,1,23.4,2024.0,0,0,3,13.1,3.5,2.74,121,1,244011.0
4794,0,2,25,1,20.0,2015.0,1,0,2,14.0,6.0,2.64,619,1,210000.0
4795,0,1,24,1,26.0,2020.0,1,0,2,21.0,5.0,2.82,384,1,184230.0
4798,0,16,25,1,23.89,2024.0,1,0,0,14.9,2.0,2.82,721,1,150690.0
4807,0,13,20,1,28.1,2019.0,1,2,2,16.6,5.0,2.8,121,1,167259.0
4808,0,5,22,1,24.0,2024.0,0,0,3,13.1,3.5,2.74,121,1,238521.0
4809,0,18,21,1,33.3,2011.0,1,2,2,20.0,5.0,2.8,195,1,150120.0
4810,0,16,17,1,22.0,2023.0,1,1,2,16.0,4.0,2.8,98,1,200000.0
4811,0,7,22,1,20.82,2024.0,0,0,3,10.5,3.0,2.74,1418,1,262021.0
4812,0,9,15,1,20.2,2023.0,1,0,2,15.0,5.0,2.6,721,1,212821.0
4814,0,3,22,1,23.69,2024.0,0,0,3,13.0,3.5,2.74,1418,1,221676.0
4816,0,6,20,1,21.0,2021.0,1,0,2,8.0,13.0,2.8,121,1,204761.0
4819,0,2,17,1,22.2,2019.0,1,0,2,22.2,0.0,3.0,1287,1,198648.0
4821,0,6,26,1,23.5,2024.0,1,0,2,15.0,4.0,2.75,1418,1,169787.0
4822,0,2,17,1,22.6,2022.0,1,1,2,11.6,6.0,2.7,98,1,172566.0
4824,0,3,20,1,27.4,2019.0,1,2,0,11.3,6.2,2.8,1407,1,175182.0
4825,0,5,24,1,24.3,2020.0,1,0,2,18.0,3.8,2.75,384,1,181069.0
4828,0,5,17,1,25.0,2021.0,1,0,3,15.3,3.0,2.7,721,1,188000.0
4831,0,5,18,1,27.0,2019.0,1,1,2,22.0,5.0,2.7,289,1,203703.0
4834,0,12,20,1,22.0,2023.0,1,0,2,14.0,8.0,2.82,721,1,204545.0
4837,0,3,25,1,19.4,2020.0,1,0,0,14.0,5.399999999999999,2.82,721,1,231958.0
4839,0,14,25,1,25.0,2023.0,1,0,0,11.8,5.5,2.7,545,1,256000.0
4840,0,12,17,1,22.7,2022.0,1,2,2,10.7,4.2,2.8,554,1,171365.0
4843,0,13,22,1,26.0,2021.0,1,2,0,15.0,6.0,2.82,1407,1,196153.0
4845,0,15,15,1,27.2,2017.0,1,1,0,21.2,6.0,2.64,545,1,238970.0
4846,0,22,24,1,26.4,2020.0,1,0,0,21.4,5.0,2.82,384,1,181818.0
4848,0,16,17,1,26.0,2021.0,1,1,2,22.0,4.0,2.8,1287,1,223076.0
4849,0,17,17,1,23.0,2022.0,1,1,3,15.0,3.0,3.0,98,1,191304.0
4851,0,7,26,1,23.0,2019.0,1,0,2,17.0,6.0,2.7,545,1,269565.0
4854,0,1,5,1,24.5,2019.0,1,1,2,18.0,6.0,2.8,1225,1,242857.0
4855,0,14,17,1,34.2,2018.0,1,2,2,30.0,4.200000000000003,2.8,384,1,160818.0
4858,0,1,17,1,23.9,2020.0,1,2,2,13.3,10.599999999999998,2.7,721,1,154811.0
4860,0,16,22,1,32.4,2018.0,1,0,0,16.0,16.4,3.0,1418,1,194444.0
4861,0,13,17,1,21.4,2021.0,1,1,2,12.0,3.0,2.7,98,1,219626.0
4863,0,3,17,1,23.0,2023.0,1,1,2,14.0,3.0,2.82,323,1,230217.0
4864,0,11,25,1,22.0,2023.0,1,0,2,16.0,3.0,2.8,545,1,289545.0
4867,0,7,17,1,18.2,2021.0,1,2,0,11.2,2.0,2.82,98,1,230769.0
4869,0,5,11,1,15.7,1981.0,1,1,2,15.7,0.0,2.82,1381,1,242038.0
4872,0,17,25,1,23.0,2020.0,1,0,2,10.0,7.0,2.7,721,1,202173.0
4874,0,1,17,1,29.0,2022.0,1,0,2,11.0,5.0,2.6,98,1,182758.0
4875,0,12,22,1,26.3,2021.0,1,2,2,12.0,4.0,2.8,1407,1,186311.0
4877,0,11,17,1,25.5,2020.0,1,1,2,16.0,8.0,2.7,98,1,200392.0
4878,0,4,12,1,22.0,2022.0,1,0,2,11.0,3.0,2.65,98,1,226818.0
4883,0,17,17,1,33.2,2017.0,1,2,2,19.0,8.0,2.7,121,1,210843.0
4884,0,17,21,1,24.4,2021.0,1,1,2,13.7,10.7,2.8,1371,1,217213.0
4886,0,3,25,1,24.0,2023.0,1,0,0,16.0,8.0,2.82,721,1,200000.0
4887,0,3,6,1,32.0,2020.0,1,2,2,16.0,8.0,2.8,1225,1,178125.0
4889,0,16,20,1,23.2,2018.0,1,2,2,12.0,3.0,2.75,121,1,211206.0
4893,0,2,22,1,19.2,2023.0,1,0,3,8.2,6.0,2.7,121,1,286458.0
4896,0,2,24,1,24.0,2020.0,1,0,2,14.0,10.0,2.82,384,1,193750.0
4897,13,17,19,1,50.74,2024.0,0,0,0,14.8,16.9,2.9,289,1,205197.0
4900,13,6,19,1,51.6,2024.0,0,0,0,14.8,17.6,2.9,289,1,191193.0
4902,13,3,4,1,41.4,2017.0,1,0,0,19.0,12.0,2.7,823,1,176328.0
4903,13,15,19,1,46.1,2024.0,0,0,0,11.5,17.8,2.9,289,1,202216.0
4904,13,6,18,1,40.0,2015.0,1,2,0,18.7,9.4,2.82,1137,1,165000.0
4905,13,2,4,1,34.5,2021.0,1,2,0,13.0,8.5,2.6,1078,1,188405.0
4909,13,17,19,1,46.66,2024.0,0,0,0,17.3,14.6,2.9,289,1,203214.0
4910,13,5,17,1,53.5,2014.0,1,2,2,14.0,22.3,2.8,1071,1,167289.0
4912,13,15,19,1,38.04,2024.0,0,0,0,12.7,12.2,2.9,289,1,223262.0
4915,13,13,19,1,42.82,2024.0,0,0,0,14.9,13.7,2.9,289,1,210233.0
4917,13,23,23,1,56.6,2009.0,1,0,0,20.1,14.0,2.82,361,1,123674.0
4919,13,13,26,1,40.0,2014.0,1,2,4,31.0,9.0,2.8,1071,1,192250.0
4920,13,3,14,1,40.0,1987.0,1,2,2,19.0,10.5,2.64,1378,1,135000.0
4923,13,10,10,1,48.9,2002.0,1,0,2,15.6,9.5,2.55,677,1,132924.0
4925,13,5,25,1,41.6,2012.0,1,2,0,24.6,12.0,2.82,361,1,192307.0
4928,13,4,4,1,35.2,2015.0,1,2,2,16.5,10.3,2.82,193,1,187499.0
4929,13,7,16,1,38.5,1976.0,1,2,2,19.5,9.7,2.5,29,1,155844.0
4931,13,12,17,1,47.0,2019.0,1,0,4,31.0,16.0,2.8,66,1,172340.0
4932,13,5,5,1,30.1,1972.0,1,1,2,20.0,6.0,2.5,1151,1,166112.0
4934,13,7,25,1,40.2,2017.0,1,1,3,17.0,12.0,2.7,629,1,169154.0
4937,13,13,16,1,52.0,2007.0,1,1,2,19.0,13.5,2.7,651,1,230769.0
4938,13,3,16,1,37.3,1993.0,1,2,2,19.1,8.0,2.82,622,1,150134.0
4940,13,5,17,1,38.6,2005.0,1,2,4,29.0,7.4,2.7,193,1,215025.0
4943,13,2,9,1,32.9,1975.0,1,0,0,18.0,6.0,2.75,29,1,170212.0
4951,13,14,16,1,35.0,1976.0,1,2,2,18.0,9.0,2.82,29,1,177142.0
4953,13,8,17,1,47.1,2018.0,1,2,2,25.0,15.0,2.85,1137,1,188959.0
4959,13,5,9,1,40.3,2002.0,1,2,2,21.2,11.0,2.8,1098,1,200744.0
4961,13,3,5,1,30.0,1974.0,1,1,2,18.0,6.0,2.6,995,1,138333.0
4962,12,2,9,1,31.74,2024.0,0,0,0,14.2,9.7,2.82,1418,0,143352.0
4964,12,2,9,1,20.8,1975.0,1,1,0,15.8,5.0,2.82,419,0,115384.0
4968,12,6,9,1,36.93,2024.0,0,0,0,19.7,8.7,2.82,1418,0,141348.0
4969,12,7,10,1,43.4,2021.0,1,1,2,23.0,9.0,2.7,415,0,149769.0
4971,12,9,9,1,32.05,2023.0,0,0,0,14.4,6.9,2.82,1418,0,140093.0
4972,12,4,4,1,28.5,2014.0,1,0,0,15.0,8.0,2.8,30,0,110526.0
4974,12,8,9,1,28.15,2024.0,0,0,0,14.3,6.8,2.82,1418,0,141740.0
4977,12,8,9,1,38.98,2021.0,0,2,0,17.1,9.0,2.82,530,0,156490.0
4979,12,4,9,1,32.6,1981.0,1,0,2,18.0,6.5,2.65,919,0,104294.0
4980,12,7,9,1,46.88,2021.0,0,1,0,17.6,17.2,2.82,530,0,144560.0
4981,12,5,5,1,33.7,1986.0,1,1,2,27.700000000000003,6.0,2.82,962,0,91988.0
4988,12,3,9,1,37.9,2015.0,1,2,2,18.0,8.0,2.7,919,0,144327.0
4989,12,9,16,1,31.0,2017.0,1,2,0,21.0,5.0,2.82,678,0,138709.0
4993,12,2,5,1,28.0,1971.0,1,1,2,16.0,5.0,2.82,1418,0,95714.0
4995,12,6,9,1,41.0,2019.0,1,0,0,16.0,10.0,2.82,1418,0,109756.0
4996,12,3,4,1,26.2,2016.0,1,1,2,16.0,7.0,2.82,30,0,131679.0
4997,12,2,9,1,20.6,1975.0,1,1,0,11.5,4.0,2.82,419,0,128640.0
4999,12,4,4,1,29.2,2014.0,1,0,0,15.0,8.0,2.8,530,0,107876.0
5001,12,6,9,1,30.7,2018.0,1,1,0,16.0,7.0,2.82,1418,0,140065.0
5004,12,9,9,1,32.4,1977.0,1,0,0,18.0,14.399999999999999,2.82,678,0,128086.0
5006,12,4,9,1,32.4,1975.0,1,0,2,18.0,6.5,2.5,960,0,104938.0
5008,12,4,5,1,30.5,1974.0,1,1,0,18.0,6.0,2.82,684,0,124590.0
5009,12,6,9,1,32.2,1979.0,1,0,0,20.0,6.0,2.82,30,0,142857.0
5010,12,9,9,1,39.9,2017.0,1,1,2,18.0,11.0,2.6,919,0,135338.0
5011,12,5,5,1,28.8,1976.0,1,1,2,22.9,5.9,2.82,962,0,131944.0
5014,12,7,9,1,30.1,2016.0,1,2,2,15.0,10.0,2.82,678,0,172757.0
5017,12,1,9,1,27.1,2023.0,1,1,0,14.3,6.7,2.8,1418,0,121771.0
5018,12,2,9,1,40.0,2017.0,1,2,2,18.0,10.0,2.8,919,0,153750.0
5022,12,3,10,1,40.4,2008.0,1,2,0,31.4,9.0,2.82,31,0,110148.0
5024,12,3,15,1,40.4,2015.0,1,2,3,20.3,11.2,2.82,678,0,152227.0
5026,12,4,4,1,25.4,2011.0,1,0,2,19.4,6.0,2.82,30,0,155511.0
5027,12,2,9,1,29.0,2021.0,1,2,2,15.0,6.0,2.64,1418,0,172413.0
5028,12,5,10,1,44.9,2012.0,1,2,2,31.9,13.0,2.82,820,0,158129.0
5031,12,1,10,1,43.0,2021.0,1,1,0,21.7,8.8,2.82,415,0,148813.0
5035,12,5,5,1,30.0,1970.0,1,1,2,15.0,6.0,2.55,295,0,158333.0
5038,12,4,4,1,31.9,2011.0,1,0,2,15.1,8.0,2.7,30,0,141065.0
5039,12,3,4,1,34.0,2012.0,1,1,2,16.0,8.0,2.82,30,0,114705.0
5040,12,3,9,1,20.6,1975.0,1,1,2,13.0,4.5,2.82,419,0,140776.0
5041,12,8,10,1,40.0,2008.0,1,2,2,18.0,10.0,2.82,31,0,127500.0
5042,12,9,11,1,50.6,2014.0,1,2,2,21.8,13.4,2.8,820,0,149209.0
5044,12,8,10,1,48.5,2018.0,1,1,0,38.5,10.0,2.8,1418,0,100000.0
5045,12,4,9,1,32.4,1977.0,1,0,2,18.0,6.5,2.65,678,0,118827.0
5046,12,1,9,1,40.7,2010.0,1,2,2,19.0,10.0,2.82,31,0,142506.0
5053,12,1,9,1,27.1,2023.0,1,1,2,14.3,6.7,2.8,1418,0,121771.0
5056,12,5,9,1,32.0,1975.0,1,0,2,18.0,6.0,2.5,678,0,131250.0
5057,12,8,9,1,41.8,2020.0,1,2,2,18.0,13.0,2.7,530,0,179186.0
5058,12,1,4,1,26.2,2013.0,1,1,0,16.0,8.0,2.82,530,0,152671.0
5059,12,1,9,1,34.6,1994.0,1,0,2,26.6,8.0,2.7,1342,0,121387.0
5061,12,4,4,1,47.0,2008.0,1,1,0,20.0,11.0,2.82,504,0,126595.0
5067,12,1,9,1,48.0,2019.0,1,0,0,22.0,12.0,2.82,1418,0,122916.0
5068,12,4,9,1,30.8,2023.0,1,2,2,16.5,8.0,2.75,1418,0,106818.0
5070,12,1,9,1,48.0,2019.0,1,0,2,22.0,12.0,2.8,1418,0,122916.0
5071,12,4,9,1,27.4,2023.0,1,2,3,15.0,7.0,2.82,1418,0,164233.0
5072,12,1,5,1,28.0,2016.0,1,1,3,15.0,7.2,2.65,530,0,157142.0
5073,12,1,9,1,31.0,2018.0,1,2,2,16.0,7.0,2.75,1418,0,135483.0
5076,12,3,5,1,37.1,1990.0,1,2,2,25.0,8.0,2.82,1123,0,153638.0
5078,12,7,9,1,30.8,2023.0,1,1,2,22.8,8.0,2.82,1418,0,112012.0
5081,12,1,3,1,34.0,2011.0,1,1,3,19.0,8.0,2.7,30,0,129411.0
5084,12,4,5,1,35.0,1984.0,1,6,2,18.3,7.3,2.82,419,0,117142.0
5086,12,8,16,1,47.0,2007.0,1,1,0,20.0,10.0,3.0,678,0,134042.0
5087,12,1,9,1,37.4,2015.0,1,2,0,19.0,10.0,3.0,919,0,133689.0
5089,12,1,9,1,31.0,2016.0,1,2,0,14.4,7.0,2.82,1418,0,135483.0
5092,12,9,9,1,37.0,1987.0,1,2,2,26.0,9.0,2.5,30,0,129729.0
5094,12,3,3,1,25.6,2011.0,1,0,2,14.0,6.0,3.2,30,0,167187.0
5096,12,1,9,1,41.0,2010.0,1,2,0,19.0,10.0,2.82,31,0,143902.0
5097,12,9,9,1,32.4,1979.0,1,0,2,18.0,6.5,2.5,30,0,118827.0
